user_id,age,gender,device_type,ad_category,previous_clicks,page_views,session_time,time_of_day,clicked
1057,26,Female,Desktop,Fashion,0,4,92,Morning,0
1058,27,Male,Desktop,Electronics,14,18,576,Afternoon,1
1059,43,Female,Desktop,Electronics,17,23,492,Morning,0
1060,58,Female,Mobile,Travel,5,26,334,Night,0
1061,52,Male,Desktop,Electronics,9,29,428,Night,0
1062,42,Male,Desktop,Electronics,13,28,60,Night,1
1063,43,Male,Desktop,Fashion,7,29,36,Night,0
1064,28,Male,Mobile,Food,2,5,554,Afternoon,0
1065,55,Male,Desktop,Food,18,22,71,Afternoon,0
1066,19,Male,Desktop,Fashion,11,6,180,Morning,1
1067,24,Female,Mobile,Food,11,25,295,Morning,0
1068,35,Female,Tablet,Electronics,14,28,126,Afternoon,1
1069,44,Male,Desktop,Travel,6,2,13,Night,0
1070,51,Female,Tablet,Electronics,3,12,75,Morning,0
1071,44,Female,Desktop,Electronics,8,22,69,Afternoon,1
1072,34,Male,Mobile,Travel,15,9,511,Morning,1
1073,41,Male,Tablet,Fashion,12,28,238,Afternoon,0
1074,42,Female,Tablet,Electronics,3,20,109,Night,0
1075,24,Male,Tablet,Electronics,8,29,128,Afternoon,1
1076,23,Female,Tablet,Fashion,17,12,78,Morning,0
1077,41,Male,Desktop,Electronics,14,29,230,Afternoon,0
1078,50,Female,Desktop,Electronics,14,13,232,Morning,0
1079,46,Female,Tablet,Food,5,27,513,Morning,0
1080,39,Female,Desktop,Fashion,10,22,220,Morning,1
1081,43,Female,Tablet,Electronics,7,23,584,Night,0
1082,45,Male,Tablet,Electronics,16,17,271,Night,0
1083,38,Male,Mobile,Travel,16,5,527,Afternoon,0
1084,24,Female,Tablet,Travel,17,20,257,Afternoon,1
1085,34,Female,Desktop,Travel,3,13,266,Morning,1
1086,37,Male,Tablet,Electronics,14,29,72,Night,1
1087,58,Male,Mobile,Electronics,1,13,401,Afternoon,0
1088,37,Female,Desktop,Travel,1,10,549,Afternoon,0
1089,39,Female,Mobile,Food,9,15,426,Night,1
1090,45,Female,Mobile,Food,2,15,62,Morning,1
1091,57,Female,Tablet,Food,7,18,47,Afternoon,1
1092,24,Female,Mobile,Food,19,18,317,Morning,0
1093,18,Male,Mobile,Fashion,6,2,62,Night,0
1094,49,Female,Desktop,Travel,11,23,461,Night,1
1095,30,Male,Mobile,Electronics,18,11,470,Afternoon,0
1096,47,Male,Tablet,Travel,14,13,495,Afternoon,0
1097,40,Male,Tablet,Food,13,11,146,Night,0
1098,36,Female,Tablet,Electronics,15,4,381,Morning,0
1099,49,Male,Mobile,Fashion,13,15,265,Morning,1
1100,47,Male,Desktop,Travel,2,22,404,Night,0
1101,46,Male,Tablet,Electronics,17,23,46,Afternoon,1
1102,46,Male,Mobile,Electronics,5,25,156,Night,0
1103,47,Female,Tablet,Food,16,11,17,Afternoon,1
1104,33,Female,Tablet,Food,13,18,260,Morning,0
1105,57,Male,Desktop,Travel,13,16,580,Afternoon,1
1106,36,Male,Tablet,Fashion,19,10,456,Morning,0
1107,35,Female,Desktop,Electronics,12,12,272,Night,0
1108,18,Female,Mobile,Food,2,13,448,Afternoon,0
1109,31,Female,Tablet,Travel,12,9,268,Morning,1
1110,19,Male,Mobile,Food,1,27,332,Afternoon,0
1111,45,Female,Mobile,Travel,8,21,539,Morning,0
1112,47,Male,Mobile,Food,12,13,310,Morning,0
1113,55,Male,Tablet,Fashion,7,6,494,Night,0
1114,21,Female,Desktop,Electronics,15,6,101,Night,1
1115,18,Male,Tablet,Food,2,11,173,Afternoon,0
1116,25,Female,Mobile,Electronics,12,19,344,Morning,0
1117,46,Male,Desktop,Travel,3,27,324,Night,0
1118,56,Female,Mobile,Fashion,17,11,247,Afternoon,0
1119,20,Male,Desktop,Electronics,1,10,92,Night,0
1120,49,Male,Tablet,Food,19,23,118,Afternoon,0
1121,27,Female,Desktop,Electronics,14,15,187,Night,0
1122,27,Female,Tablet,Electronics,16,13,259,Night,0
1123,36,Female,Mobile,Travel,9,23,576,Morning,1
1124,51,Female,Desktop,Fashion,0,8,100,Morning,0
1125,50,Male,Mobile,Fashion,5,5,348,Night,0
1126,40,Female,Desktop,Electronics,2,2,178,Morning,0
1127,45,Female,Tablet,Electronics,18,16,148,Night,0
1128,49,Male,Desktop,Travel,6,13,526,Afternoon,0
1129,24,Female,Desktop,Electronics,12,19,587,Night,0
1130,46,Female,Tablet,Travel,12,9,193,Night,1
1131,25,Male,Tablet,Fashion,16,15,179,Afternoon,1
1132,18,Female,Tablet,Fashion,0,6,371,Afternoon,1
1133,20,Female,Desktop,Travel,13,8,253,Morning,0
1134,41,Female,Mobile,Electronics,2,24,147,Afternoon,0
1135,40,Female,Desktop,Fashion,13,14,37,Morning,1
1136,25,Female,Desktop,Food,0,5,528,Night,0
1137,54,Female,Mobile,Travel,15,17,407,Afternoon,0
1138,20,Male,Tablet,Fashion,9,22,342,Night,0
1139,50,Female,Desktop,Fashion,12,7,326,Morning,0
1140,45,Male,Mobile,Fashion,3,9,572,Afternoon,0
1141,25,Male,Tablet,Food,8,16,435,Morning,1
1142,51,Male,Tablet,Food,13,18,145,Morning,0
1143,52,Male,Desktop,Food,3,28,276,Afternoon,0
1144,49,Female,Tablet,Electronics,9,13,116,Afternoon,0
1145,41,Female,Tablet,Travel,7,18,569,Morning,0
1146,31,Female,Mobile,Electronics,2,10,147,Afternoon,0
1147,49,Male,Mobile,Food,6,1,56,Morning,0
1148,33,Female,Tablet,Travel,9,21,377,Night,0
1149,21,Female,Mobile,Electronics,2,18,15,Night,0
1150,54,Female,Tablet,Electronics,1,19,532,Afternoon,0
1151,38,Male,Desktop,Electronics,14,2,538,Afternoon,0
1152,31,Male,Mobile,Food,8,27,281,Night,0
1153,48,Female,Tablet,Fashion,14,4,75,Morning,0
1154,35,Male,Tablet,Travel,16,11,429,Morning,0
1155,24,Male,Mobile,Food,6,3,348,Morning,0
1156,27,Female,Mobile,Travel,19,9,507,Afternoon,0
1157,24,Male,Desktop,Food,17,10,478,Morning,0
1158,50,Male,Tablet,Electronics,14,28,340,Afternoon,0
1159,40,Female,Desktop,Electronics,17,2,140,Afternoon,1
1160,38,Male,Desktop,Fashion,11,7,539,Afternoon,0
1161,36,Male,Desktop,Fashion,7,15,447,Night,0
1162,36,Male,Mobile,Travel,1,27,252,Morning,1
1163,53,Male,Desktop,Fashion,1,19,472,Afternoon,0
1164,46,Male,Mobile,Fashion,4,10,359,Morning,0
1165,35,Male,Mobile,Travel,0,24,26,Night,0
1166,19,Male,Desktop,Food,3,20,475,Morning,0
1167,18,Male,Desktop,Fashion,5,14,372,Night,0
1168,22,Female,Tablet,Food,12,4,219,Afternoon,1
1169,37,Female,Desktop,Electronics,18,25,534,Afternoon,0
1170,28,Female,Tablet,Fashion,10,11,429,Night,0
1171,59,Female,Desktop,Electronics,12,3,142,Afternoon,0
1172,19,Male,Desktop,Electronics,7,23,23,Morning,0
1173,20,Female,Desktop,Food,6,17,53,Morning,0
1174,40,Female,Desktop,Travel,12,7,386,Night,0
1175,29,Male,Tablet,Fashion,0,26,304,Morning,0
1176,37,Male,Tablet,Food,5,11,405,Afternoon,0
1177,22,Male,Desktop,Travel,6,18,113,Afternoon,0
1178,54,Male,Desktop,Electronics,15,28,454,Afternoon,0
1179,55,Male,Tablet,Fashion,14,14,71,Morning,1
1180,47,Female,Mobile,Electronics,19,14,574,Afternoon,0
1181,26,Male,Mobile,Electronics,1,6,421,Morning,0
1182,51,Female,Mobile,Fashion,15,29,330,Night,1
1183,52,Female,Tablet,Travel,16,9,140,Afternoon,1
1184,39,Male,Tablet,Travel,14,22,208,Night,1
1185,41,Female,Mobile,Fashion,2,3,45,Morning,0
1186,34,Female,Mobile,Fashion,3,17,225,Morning,1
1187,27,Male,Desktop,Food,11,28,595,Night,0
1188,47,Female,Tablet,Food,4,12,315,Afternoon,0
1189,40,Female,Tablet,Electronics,16,4,576,Afternoon,1
1190,49,Female,Mobile,Fashion,5,20,21,Afternoon,1
1191,34,Male,Mobile,Travel,9,16,92,Night,0
1192,34,Male,Tablet,Electronics,17,29,41,Morning,1
1193,31,Male,Desktop,Electronics,9,24,417,Night,0
1194,26,Female,Mobile,Electronics,5,10,95,Morning,0
1195,57,Male,Tablet,Electronics,5,26,420,Afternoon,0
1196,19,Female,Tablet,Travel,19,29,572,Afternoon,1
1197,42,Male,Desktop,Electronics,14,7,265,Morning,0
1198,56,Female,Desktop,Fashion,3,10,250,Afternoon,1
1199,26,Male,Mobile,Food,15,7,461,Night,0
1200,39,Male,Mobile,Travel,7,23,10,Morning,1
1201,21,Female,Mobile,Fashion,6,28,291,Afternoon,0
1202,43,Male,Tablet,Fashion,18,18,523,Afternoon,0
1203,46,Female,Mobile,Fashion,16,9,128,Afternoon,1
1204,51,Male,Tablet,Food,12,22,514,Afternoon,0
1205,40,Male,Mobile,Food,14,18,89,Morning,0
1206,54,Female,Desktop,Food,1,17,228,Morning,0
1207,28,Female,Desktop,Fashion,9,11,526,Afternoon,0
1208,23,Female,Tablet,Food,12,1,475,Night,0
1209,35,Male,Desktop,Electronics,17,17,527,Night,0
1210,38,Female,Tablet,Food,10,4,511,Night,0
1211,59,Male,Tablet,Travel,12,4,67,Night,1
1212,53,Female,Desktop,Fashion,18,14,346,Morning,1
1213,58,Female,Tablet,Fashion,4,28,519,Morning,1
1214,55,Female,Desktop,Electronics,2,9,435,Night,0
1215,51,Female,Mobile,Food,18,13,569,Morning,1
1216,34,Female,Mobile,Food,12,28,379,Night,0
1217,54,Female,Desktop,Travel,4,28,420,Afternoon,1
1218,42,Male,Desktop,Electronics,11,16,441,Afternoon,0
1219,55,Female,Desktop,Travel,13,1,205,Night,0
1220,29,Male,Desktop,Travel,5,3,386,Morning,0
1221,40,Female,Mobile,Fashion,8,19,374,Night,0
1222,59,Female,Tablet,Fashion,16,8,414,Morning,1
1223,39,Female,Tablet,Food,7,18,501,Afternoon,1
1224,38,Male,Mobile,Food,12,6,75,Morning,0
1225,44,Male,Tablet,Travel,4,27,400,Night,1
1226,48,Female,Mobile,Food,16,20,92,Afternoon,0
1227,23,Male,Tablet,Travel,2,29,490,Afternoon,0
1228,44,Female,Desktop,Food,5,26,238,Morning,0
1229,57,Female,Desktop,Food,13,6,234,Afternoon,0
1230,51,Male,Desktop,Fashion,14,29,122,Afternoon,0
1231,29,Male,Mobile,Fashion,13,5,194,Morning,0
1232,24,Male,Mobile,Fashion,10,12,521,Afternoon,0
1233,27,Male,Tablet,Fashion,10,9,182,Night,0
1234,34,Female,Tablet,Electronics,8,9,532,Morning,1
1235,43,Male,Tablet,Fashion,5,17,214,Morning,0
1236,38,Male,Mobile,Electronics,14,19,547,Morning,0
1237,45,Female,Tablet,Fashion,11,17,328,Morning,0
1238,19,Male,Desktop,Food,5,22,168,Night,0
1239,18,Male,Tablet,Travel,0,16,287,Morning,1
1240,53,Male,Desktop,Food,15,12,157,Night,0
1241,43,Male,Mobile,Food,19,3,92,Morning,1
1242,46,Female,Desktop,Electronics,14,14,428,Morning,0
1243,38,Female,Desktop,Fashion,1,17,547,Afternoon,1
1244,28,Male,Desktop,Travel,16,22,592,Afternoon,1
1245,57,Male,Mobile,Travel,2,16,558,Night,0
1246,28,Female,Mobile,Fashion,2,21,401,Afternoon,0
1247,53,Male,Mobile,Electronics,4,12,142,Morning,0
1248,56,Male,Mobile,Electronics,16,28,251,Night,1
1249,57,Male,Tablet,Electronics,16,24,460,Afternoon,0
1250,52,Male,Mobile,Travel,19,2,209,Morning,0
1251,51,Male,Desktop,Electronics,5,8,126,Afternoon,0
1252,41,Male,Mobile,Electronics,0,12,228,Afternoon,1
1253,39,Male,Tablet,Travel,6,21,314,Afternoon,0
1254,22,Male,Tablet,Travel,14,16,252,Afternoon,1
1255,50,Male,Tablet,Food,6,8,301,Morning,1
1256,53,Female,Desktop,Travel,18,28,310,Afternoon,0
1257,37,Female,Mobile,Fashion,19,16,397,Night,0
1258,36,Female,Mobile,Travel,10,10,597,Night,0
1259,52,Male,Mobile,Travel,13,20,218,Afternoon,0
1260,34,Male,Desktop,Electronics,12,15,323,Night,0
1261,51,Female,Desktop,Food,19,4,35,Afternoon,0
1262,26,Male,Tablet,Electronics,8,26,88,Morning,0
1263,43,Female,Tablet,Food,8,15,137,Morning,1
1264,19,Male,Mobile,Electronics,15,4,422,Night,0
1265,26,Female,Desktop,Fashion,11,11,146,Night,1
1266,26,Female,Desktop,Electronics,9,6,343,Afternoon,0
1267,57,Female,Mobile,Electronics,5,4,557,Afternoon,0
1268,34,Male,Mobile,Fashion,17,9,397,Afternoon,0
1269,18,Female,Tablet,Fashion,1,9,580,Morning,0
1270,42,Male,Tablet,Travel,19,3,239,Afternoon,0
1271,57,Male,Tablet,Electronics,8,23,430,Morning,0
1272,59,Male,Mobile,Fashion,18,28,133,Night,0
1273,42,Male,Mobile,Fashion,5,5,97,Morning,1
1274,56,Male,Tablet,Travel,1,15,150,Night,0
1275,52,Male,Tablet,Food,14,28,60,Morning,1
1276,20,Male,Desktop,Fashion,16,9,576,Morning,1
1277,54,Female,Desktop,Fashion,15,2,414,Afternoon,0
1278,47,Female,Tablet,Electronics,7,3,346,Night,0
1279,55,Female,Tablet,Travel,9,26,375,Morning,0
1280,51,Male,Desktop,Electronics,9,21,267,Morning,0
1281,29,Male,Tablet,Food,17,12,397,Night,0
1282,36,Male,Desktop,Travel,9,16,54,Morning,1
1283,54,Male,Desktop,Electronics,8,5,278,Night,0
1284,34,Female,Desktop,Fashion,18,10,320,Night,1
1285,27,Male,Mobile,Fashion,0,28,287,Night,0
1286,29,Female,Mobile,Travel,3,15,484,Morning,0
1287,33,Male,Tablet,Fashion,2,14,576,Morning,1
1288,41,Female,Desktop,Electronics,9,14,154,Afternoon,0
1289,36,Male,Mobile,Travel,11,23,244,Night,1
1290,25,Female,Tablet,Fashion,17,13,145,Morning,0
1291,48,Male,Tablet,Fashion,19,16,454,Morning,1
1292,38,Female,Tablet,Food,5,8,362,Night,1
1293,34,Male,Tablet,Food,1,8,403,Night,0
1294,40,Female,Tablet,Travel,9,17,284,Night,1
1295,54,Female,Desktop,Food,1,17,393,Afternoon,0
1296,33,Male,Tablet,Electronics,8,3,332,Afternoon,0
1297,23,Female,Desktop,Fashion,9,1,192,Afternoon,0
1298,25,Male,Mobile,Fashion,1,17,582,Night,0
1299,42,Male,Tablet,Fashion,7,26,449,Morning,0
1300,35,Male,Mobile,Travel,16,24,72,Night,1
1301,42,Female,Desktop,Travel,16,16,43,Morning,0
1302,29,Female,Desktop,Food,3,17,486,Afternoon,1
1303,32,Male,Mobile,Fashion,17,25,96,Afternoon,1
1304,43,Male,Tablet,Fashion,11,2,219,Afternoon,1
1305,58,Female,Tablet,Fashion,16,25,471,Morning,1
1306,43,Female,Mobile,Fashion,8,14,90,Morning,1
1307,49,Female,Mobile,Fashion,18,7,331,Night,0
1308,27,Male,Mobile,Electronics,13,25,424,Night,0
1309,33,Male,Tablet,Fashion,13,19,199,Night,0
1310,24,Male,Tablet,Electronics,16,1,242,Afternoon,0
1311,34,Male,Tablet,Fashion,1,17,401,Night,0
1312,40,Male,Mobile,Travel,7,27,178,Afternoon,0
1313,43,Female,Tablet,Travel,4,10,452,Morning,0
1314,38,Male,Desktop,Electronics,6,6,177,Afternoon,1
1315,39,Female,Mobile,Fashion,15,7,240,Afternoon,0
1316,24,Female,Tablet,Travel,15,25,159,Afternoon,0
1317,31,Male,Mobile,Travel,16,6,559,Morning,0
1318,32,Female,Desktop,Fashion,6,5,395,Morning,0
1319,24,Male,Desktop,Fashion,19,2,390,Night,0
1320,26,Female,Mobile,Travel,7,18,284,Night,0
1321,25,Male,Mobile,Fashion,7,24,71,Night,1
1322,40,Male,Desktop,Food,10,17,476,Morning,0
1323,46,Female,Mobile,Fashion,14,24,537,Morning,0
1324,35,Male,Desktop,Travel,17,27,159,Morning,0
1325,48,Female,Desktop,Travel,5,26,151,Morning,1
1326,47,Male,Tablet,Electronics,11,27,125,Morning,0
1327,56,Male,Mobile,Food,14,23,74,Afternoon,0
1328,52,Male,Mobile,Travel,5,7,438,Night,1
1329,35,Female,Tablet,Food,17,21,319,Afternoon,0
1330,59,Female,Desktop,Fashion,19,19,439,Night,0
1331,56,Male,Mobile,Travel,8,7,170,Afternoon,0
1332,34,Female,Tablet,Electronics,7,23,315,Morning,0
1333,31,Male,Tablet,Travel,13,7,370,Night,0
1334,48,Female,Mobile,Electronics,18,16,287,Afternoon,0
1335,41,Female,Tablet,Food,18,12,305,Night,1
1336,52,Male,Desktop,Electronics,7,15,560,Morning,0
1337,51,Male,Tablet,Fashion,1,15,178,Morning,0
1338,20,Male,Desktop,Fashion,3,11,468,Night,1
1339,54,Male,Desktop,Fashion,5,2,589,Night,1
1340,57,Male,Mobile,Travel,2,3,16,Morning,1
1341,43,Female,Tablet,Fashion,2,19,141,Morning,0
1342,40,Female,Desktop,Fashion,18,20,597,Morning,0
1343,56,Male,Desktop,Travel,10,28,356,Afternoon,1
1344,32,Male,Tablet,Food,9,25,262,Night,0
1345,21,Male,Desktop,Fashion,11,26,419,Morning,0
1346,46,Female,Tablet,Fashion,13,15,552,Night,0
1347,39,Male,Mobile,Travel,17,16,364,Afternoon,0
1348,42,Male,Desktop,Food,8,1,573,Afternoon,0
1349,30,Female,Desktop,Food,14,15,377,Morning,1
1350,35,Female,Tablet,Food,2,12,593,Night,0
1351,50,Female,Tablet,Travel,10,7,520,Afternoon,0
1352,33,Female,Tablet,Electronics,9,7,542,Night,0
1353,59,Male,Tablet,Electronics,17,11,537,Night,0
1354,19,Female,Desktop,Fashion,3,20,537,Morning,1
1355,52,Female,Mobile,Fashion,12,29,411,Afternoon,1
1356,59,Male,Mobile,Fashion,5,11,184,Afternoon,0
1357,51,Male,Mobile,Electronics,12,17,87,Afternoon,1
1358,47,Male,Mobile,Travel,19,3,449,Night,0
1359,30,Female,Tablet,Fashion,4,16,558,Afternoon,0
1360,30,Male,Desktop,Travel,19,5,241,Afternoon,1
1361,35,Female,Desktop,Fashion,13,28,409,Night,1
1362,49,Female,Desktop,Travel,12,2,222,Afternoon,0
1363,49,Female,Tablet,Travel,13,23,202,Afternoon,0
1364,52,Male,Desktop,Electronics,7,26,581,Night,0
1365,56,Female,Tablet,Travel,15,26,276,Afternoon,0
1366,46,Male,Desktop,Food,12,7,135,Morning,0
1367,46,Male,Mobile,Electronics,14,28,391,Night,0
1368,33,Male,Tablet,Fashion,18,10,553,Afternoon,1
1369,27,Female,Desktop,Electronics,0,5,511,Morning,0
1370,47,Female,Mobile,Food,1,15,412,Night,0
1371,42,Female,Mobile,Food,17,12,270,Afternoon,1
1372,56,Male,Mobile,Travel,18,10,396,Night,0
1373,37,Female,Tablet,Food,7,22,421,Morning,1
1374,22,Female,Tablet,Food,2,17,355,Night,1
1375,18,Female,Desktop,Food,13,20,103,Afternoon,1
1376,47,Female,Mobile,Food,8,20,337,Morning,0
1377,20,Female,Desktop,Fashion,7,11,109,Night,0
1378,31,Male,Desktop,Fashion,16,8,470,Afternoon,0
1379,47,Male,Mobile,Electronics,15,15,324,Afternoon,1
1380,21,Male,Desktop,Travel,9,2,34,Morning,1
1381,35,Male,Tablet,Fashion,9,17,503,Morning,0
1382,54,Female,Desktop,Food,5,23,362,Night,0
1383,42,Male,Mobile,Travel,16,6,126,Afternoon,1
1384,18,Female,Tablet,Fashion,15,21,208,Morning,0
1385,32,Male,Tablet,Electronics,14,28,288,Afternoon,0
1386,26,Male,Desktop,Food,13,13,591,Night,1
1387,32,Male,Desktop,Travel,3,29,88,Morning,0
1388,41,Female,Tablet,Fashion,3,29,433,Night,0
1389,21,Female,Desktop,Travel,1,8,363,Night,0
1390,29,Male,Mobile,Fashion,10,11,535,Morning,1
1391,54,Female,Desktop,Electronics,3,15,550,Night,0
1392,54,Male,Desktop,Food,15,13,486,Afternoon,0
1393,23,Male,Tablet,Electronics,3,18,19,Morning,0
1394,56,Male,Desktop,Food,0,18,568,Afternoon,0
1395,41,Female,Desktop,Food,18,25,512,Night,0
1396,28,Male,Desktop,Travel,1,17,269,Morning,0
1397,30,Male,Mobile,Fashion,8,22,533,Afternoon,0
1398,51,Male,Desktop,Electronics,12,13,15,Afternoon,1
1399,42,Female,Mobile,Electronics,17,29,44,Afternoon,1
1400,24,Male,Mobile,Electronics,15,3,184,Afternoon,1
1401,21,Female,Mobile,Travel,15,29,451,Afternoon,1
1402,25,Male,Mobile,Travel,9,21,586,Night,0
1403,37,Female,Tablet,Travel,8,24,156,Night,1
1404,46,Male,Mobile,Food,10,7,578,Night,1
1405,27,Male,Desktop,Electronics,3,29,202,Night,0
1406,51,Female,Mobile,Food,9,12,22,Night,0
1407,43,Female,Desktop,Electronics,2,4,539,Night,0
1408,58,Male,Mobile,Electronics,5,24,255,Night,0
1409,20,Female,Tablet,Fashion,2,27,123,Afternoon,0
1410,23,Male,Mobile,Electronics,8,27,242,Night,0
1411,22,Male,Mobile,Travel,2,26,331,Afternoon,1
1412,22,Male,Tablet,Travel,17,11,547,Morning,1
1413,40,Female,Mobile,Travel,7,14,135,Night,0
1414,26,Male,Desktop,Fashion,7,18,322,Afternoon,0
1415,52,Female,Mobile,Fashion,14,7,520,Morning,0
1416,37,Male,Mobile,Food,12,5,493,Morning,1
1417,59,Female,Mobile,Electronics,6,16,290,Afternoon,0
1418,52,Female,Tablet,Electronics,18,11,292,Afternoon,1
1419,35,Male,Mobile,Travel,7,22,401,Afternoon,0
1420,34,Female,Mobile,Travel,9,3,532,Night,0
1421,41,Male,Desktop,Travel,16,16,391,Morning,1
1422,20,Male,Mobile,Travel,0,11,225,Night,0
1423,49,Male,Mobile,Travel,12,10,551,Night,1
1424,52,Male,Mobile,Travel,12,23,125,Night,0
1425,55,Male,Mobile,Electronics,15,23,518,Morning,1
1426,30,Female,Desktop,Fashion,8,2,509,Morning,0
1427,42,Male,Desktop,Travel,9,16,280,Morning,0
1428,26,Female,Tablet,Electronics,5,17,449,Afternoon,0
1429,21,Female,Mobile,Travel,4,10,300,Night,0
1430,31,Male,Tablet,Food,1,18,48,Afternoon,0
1431,54,Female,Tablet,Food,10,12,33,Afternoon,1
1432,51,Male,Mobile,Electronics,8,8,52,Night,1
1433,28,Female,Desktop,Fashion,5,27,179,Morning,0
1434,58,Female,Desktop,Food,7,26,349,Night,0
1435,20,Female,Mobile,Food,8,3,178,Afternoon,1
1436,45,Male,Mobile,Fashion,8,27,547,Morning,0
1437,46,Female,Desktop,Food,7,20,481,Morning,1
1438,26,Male,Mobile,Travel,11,24,152,Afternoon,1
1439,20,Female,Mobile,Fashion,7,3,110,Morning,1
1440,42,Female,Mobile,Food,2,6,584,Morning,0
1441,51,Female,Desktop,Fashion,12,2,484,Night,1
1442,29,Female,Tablet,Travel,18,3,320,Night,0
1443,59,Male,Tablet,Food,1,17,593,Afternoon,0
1444,26,Male,Mobile,Electronics,16,9,69,Afternoon,0
1445,32,Female,Desktop,Food,15,4,38,Afternoon,0
1446,57,Female,Mobile,Food,3,22,540,Morning,0
1447,42,Male,Desktop,Travel,17,23,82,Afternoon,1
1448,22,Male,Mobile,Electronics,13,2,403,Night,0
1449,28,Male,Desktop,Electronics,1,24,403,Morning,0
1450,51,Male,Desktop,Electronics,12,28,490,Afternoon,1
1451,41,Female,Tablet,Travel,19,9,482,Morning,1
1452,32,Female,Mobile,Travel,16,14,322,Morning,0
1453,55,Male,Tablet,Travel,14,26,447,Morning,1
1454,25,Male,Tablet,Travel,19,11,333,Afternoon,1
1455,22,Male,Desktop,Travel,4,2,96,Morning,0
1456,43,Male,Mobile,Electronics,6,21,368,Morning,1
1457,35,Male,Desktop,Fashion,17,2,206,Morning,0
1458,23,Male,Desktop,Travel,10,27,394,Night,1
1459,54,Female,Desktop,Fashion,17,5,127,Afternoon,0
1460,30,Female,Mobile,Food,4,7,507,Night,0
1461,45,Female,Mobile,Food,12,22,471,Morning,0
1462,22,Male,Desktop,Travel,17,4,505,Morning,0
1463,30,Male,Mobile,Food,1,14,256,Night,0
1464,34,Male,Desktop,Fashion,19,2,243,Morning,1
1465,57,Female,Mobile,Food,3,23,426,Night,0
1466,49,Male,Mobile,Food,12,12,476,Morning,0
1467,46,Male,Tablet,Fashion,15,10,491,Morning,0
1468,20,Female,Desktop,Food,5,25,374,Morning,1
1469,57,Male,Tablet,Travel,7,1,162,Morning,1
1470,51,Female,Tablet,Fashion,15,19,281,Afternoon,1
1471,57,Female,Desktop,Fashion,12,23,401,Afternoon,1
1472,44,Male,Desktop,Electronics,3,16,556,Afternoon,0
1473,30,Female,Mobile,Electronics,1,15,439,Night,1
1474,50,Male,Desktop,Fashion,8,14,198,Night,0
1475,23,Female,Tablet,Fashion,17,9,261,Night,1
1476,41,Male,Tablet,Electronics,16,29,404,Night,0
1477,36,Female,Desktop,Travel,7,21,228,Afternoon,1
1478,33,Male,Tablet,Food,14,23,199,Night,0
1479,57,Female,Mobile,Food,8,15,243,Night,0
1480,45,Female,Tablet,Food,16,26,241,Night,0
1481,50,Female,Mobile,Fashion,1,7,367,Morning,0
1482,58,Male,Tablet,Travel,5,4,487,Night,0
1483,30,Male,Mobile,Electronics,4,21,584,Morning,0
1484,42,Female,Mobile,Travel,16,18,438,Night,1
1485,59,Male,Desktop,Travel,1,8,246,Night,0
1486,53,Female,Mobile,Food,17,12,42,Morning,0
1487,44,Male,Desktop,Electronics,9,15,222,Night,1
1488,55,Female,Tablet,Travel,9,15,581,Morning,0
1489,24,Male,Tablet,Electronics,5,17,388,Night,1
1490,22,Female,Tablet,Fashion,11,2,11,Night,0
1491,48,Female,Mobile,Food,16,12,459,Morning,0
1492,40,Female,Tablet,Electronics,12,3,578,Afternoon,0
1493,59,Female,Tablet,Fashion,19,7,436,Morning,0
1494,27,Male,Desktop,Fashion,15,6,288,Afternoon,1
1495,49,Female,Desktop,Fashion,9,14,223,Morning,0
1496,47,Male,Tablet,Travel,1,23,294,Afternoon,1
1497,56,Male,Tablet,Travel,1,27,552,Night,0
1498,48,Female,Mobile,Food,6,5,283,Afternoon,1
1499,35,Male,Mobile,Food,5,4,20,Night,1
1500,53,Male,Tablet,Fashion,0,15,56,Morning,0
1501,19,Male,Desktop,Food,11,7,524,Afternoon,1
1502,31,Female,Tablet,Travel,12,3,447,Night,0
1503,30,Male,Mobile,Food,11,13,593,Morning,0
1504,46,Male,Desktop,Electronics,18,10,436,Afternoon,1
1505,29,Female,Desktop,Travel,8,23,441,Night,0
1506,56,Female,Mobile,Fashion,9,2,139,Afternoon,0
1507,19,Male,Tablet,Fashion,16,12,31,Afternoon,0
1508,49,Female,Tablet,Food,17,28,398,Night,1
1509,30,Male,Tablet,Travel,7,24,144,Night,1
1510,44,Male,Mobile,Fashion,6,28,541,Morning,1
1511,58,Male,Desktop,Fashion,8,22,229,Night,0
1512,34,Female,Mobile,Travel,9,12,342,Night,1
1513,57,Male,Tablet,Travel,11,19,139,Afternoon,1
1514,48,Female,Mobile,Fashion,14,19,41,Night,0
1515,51,Female,Desktop,Food,14,21,434,Afternoon,0
1516,41,Male,Mobile,Food,3,3,307,Afternoon,1
1517,52,Female,Tablet,Food,3,6,513,Night,1
1518,23,Female,Desktop,Electronics,0,2,366,Night,0
1519,36,Female,Mobile,Travel,11,24,464,Night,1
1520,47,Female,Mobile,Fashion,1,13,410,Night,0
1521,24,Female,Desktop,Electronics,14,27,568,Morning,1
1522,27,Male,Desktop,Food,16,28,464,Afternoon,0
1523,58,Female,Tablet,Electronics,6,27,43,Morning,0
1524,49,Male,Desktop,Fashion,5,9,257,Morning,0
1525,51,Male,Tablet,Fashion,11,13,51,Afternoon,1
1526,45,Male,Mobile,Travel,18,23,132,Morning,0
1527,32,Male,Tablet,Food,0,14,36,Night,1
